分类	子分类	代码	名称	货币	股价	25涨幅	YTD	MKT_Cap_USD	TEV_USD	PE_25	PE_26	PE_27	PE_28	EV_25	EV_26	EV_27	EV_28	RevYoY_26	RevYoY_27	RevYoY_28	EBITDA_Margin_25	EBITDA_Margin_26	EBITDA_Margin_27	EBITDA_Margin_28	NP_Margin_25	NP_Margin_26	NP_Margin_27	NP_Margin_28
Foundry		TWSE:6770	PSMC	TWD	71.0	1.515625	0.7639751552795031	9.628130325	9.712015293750001	-39.43601416162997	11.805296079035614	13.61410847742678	8.537148541472233	66.068061024595	7.883883373201637	8.772201168371673	6.374702591667887	0.6029156054041642	0.21743579414269787	0.22381755767468348	0.10066324898465365	0.5262736872051466	0.3885055244147044	0.4368468152273683	-0.1671868415982645	0.3484236022669697	0.2481699407922514	0.3233768053401823
Chip	CPU	SHSE:688047	Loogson 龙芯中科	CNY	141.84	-0.03894790085988864	0.0664661654135339	8.133005842028986	8.07549852173913	-123.29768749303099				-131.28594439912555							-0.6680474079408447				-0.7163946383791729			
Chip	CPU	SHSE:688041	Hygon 海光信息	CNY	348.24	0.461103896103896	0.5476645482423004	113.9635841637681	113.90278117681159	308.99113499918155	178.2161766709592	111.08783345549506	74.65225691101847	163.60574819759802	115.99217392573973	80.89834500073889	56.92747296440952	0.5635736813078709	0.46967099037147686	0.42299014219641196	0.33413342828312537	0.3014195695629755	0.2940629939305062	0.29366772198513114	0.17701262248278757	0.1962839467712315	0.21426206476424445	0.22406135037114674
Chip	GPU	SHSE:688256	Cambricon 寒武纪	CNY	1406.01	1.0713972252166948	0.47969692402243935	124.71443425217392	123.82107609130435	417.8893112757654	127.72716298243894	76.24624107463336	46.454206903679676	422.3732747474334	124.66086575689053	62.44702473403163	41.05127937184388	2.3363973524456596	0.5109863031289212	0.6952058800619767	0.3113302011720071	0.31616207740065216	0.4177030402480767	0.3748264597555094	0.31694110453367563	0.3107984156387669	0.3445744699068754	0.3336215030069083
Chip	GPU	SHSE:688795	Moore Threads	CNY	673.73		0.10590765089213905	43.290961186956515	42.60576202608695	-298.47288624969343	-1186.9177280805598	752.412171763224	178.1202338640429	-301.3584163422791	-513.9506258391608	1547.261884105263		1.173438859928376	0.6036774801572073	0.5346355407336827	-0.6479568928596912	-0.17480772151499238	0.03620771796093378	0.0	-0.6647424985406752	-0.07691132371322638	0.07565507384468795	0.20824537439463553
Chip	GPU	SHSE:688802	MetaX Integrated Circuits	CNY	845.09		0.3878506207712016	42.387405797101444	41.15739425507247	-370.4787820334173	7450.689729839889	325.2880729738191	143.33318230915702	-406.77826264759517	2406.7089157530754	466.5943109101167	186.85026430843274	1.2741886892291556	0.8800185879467068	0.6335602890056127	-0.42463406723009356	0.03155894732647863	0.08658536517878451	0.1323594787745726	-0.48017350947089144	0.010498773431839713	0.12791007660277995	0.1777014567604359
Chip	GPU	SEHK:6082	Biren Technology	HKD	47.22			15.17720405	18.88049545769231	-6.349513742716014	-120.1337680441198	69.54255499527021	31.2062226510285	-140.10444607227757	-151.68211361540844	107.46308332877808	36.63963056157098	1.3174467289249905	2.7591392698030015	1.3195297769697238	-0.8987361470074829	-0.3582118883663054	0.13450135321746892	0.17007281998019014	-15.941237988273885	-0.36356967672556356	0.16707585590096513	0.16051779390107865
Chip	GPU	SEHK: 9903	Iluvatar CoreX 天数	HKD	567.0			18.89450359102564	18.81971717820513	-129.8971707219176	-299.45810540067765	117.14563445960603	61.80552340780785	-137.579339935579	-241.36811994352303	122.15997039474638	45.46780410700819	1.73809807605606	1.3466404187307468	0.4912187862699835	-0.9131748461212493	-0.19009830909320774	0.1600599570445151	0.2883807508987036	-0.9710237750167858	-0.15383121941422442	0.16757448744325948	0.21299301129142006
Chip	GPU	NVDA	NVDA	USD	195.55	0.36402647465270177	0.042710888343820086	4736.32370775	4695.96570775	39.44733946671442	20.72679775580446	15.408855859098605	12.87103377076746	35.24705927906628	17.73554785900981	12.37527790351721	9.838302567137255	0.8182937126397392	0.41207501005066716	0.22853491802555737	0.6169826524280118	0.6743528489015371	0.6844143039529368	0.7007552472892309	0.5560253406070261	0.5819907143056242	0.5543960220174806	0.5402435163723591
Optical	Transceiver	SZSE:300308	InnoLight 中际旭创	CNY	1098.92	3.8178075926208264	0.7387974683544305	177.61647125942028	176.46101872463765	113.50604667660178	40.472679625903126	23.097765032896223	17.329739779506923	85.65267233667255	31.594643584553005	17.925913375082764	13.989038736758005	1.5639713982008154	0.6811168310478841	0.21558198982599963	0.37174043502129694	0.39305568624025217	0.4120864687816582	0.4344077034130103	0.28235545194552525	0.308844619867024	0.3219097598932271	0.3529618807038754
Optical	Transceiver	SZSE:300502	Eoptolink 新易盛	CNY	506.89	4.184324133614586	0.5911345220128494	102.42532906521738	101.29860541014493	74.14398855587031	35.29946308871624	21.217637821443578	15.02267520229897	64.22311045532159	26.68407539231427	16.863613009070644	11.937237582986349	1.104121992768234	0.6214774101541287	0.4004203343540409	0.43810398338194295	0.5011243000852573	0.489030663930729	0.4933151729890978	0.38370414775356604	0.3830305582535502	0.3930009396071797	0.3963555416979141
Optical	Transceiver	SZSE:002281	Accelink 光迅科技	CNY	209.03	0.26959812578843034	1.967068843151171	24.437598904347826	23.88073323623188	178.18422063833134	100.63796966874067	71.37295006203864	49.11928448942473	117.42462474099472	68.11401570795601	48.59826578367447	37.48249217117047	0.38433023322137094	0.2651954816654185	0.33031892342051683	0.11763716646563897	0.14649660056625247	0.16228770851304916	0.15816929255455175	0.0793314458139822	0.1014642479885772	0.11307943431853017	0.12351209105219416
Optical	Transceiver components	SZSE:300394	TFC Optical	CNY	237.0	2.102075343388357	0.5616321863331619	37.46747058550724	37.00123245217391	128.15639678344064	69.30874846884691	49.633182431819286	35.54440836871646	104.7447791872057	58.6149110705732	39.812811094475634	28.687077890324673	0.789350987677389	0.4774573769348225	0.38867906382050155	0.4720569474204821	0.4714364214184468	0.46977882555665024	0.4694918746716157	0.390683145702107	0.4037210278037498	0.3815771355607812	0.3836907137060218
Optical	Ceramics	TSE:5344	Maruwa	JPY	61700.0	-0.11892450879007244	0.448356807511737	5.299149390943396	4.876602221132075	47.84852934067806	36.25165996329256	28.88315665781543	22.039934158893228	26.368976472028567	18.253248738435463	15.055917537087378	12.351728445400239	0.22617117561642686	0.13769890544518026	0.16128950759202643	0.41454612098741067	0.48839909860191316	0.5204517318915641	0.5462852170129446	0.24824834703170598	0.267224306705298	0.29480297415426593	0.33267925595561837
Optical	Ceramics	SZSE:003031	Sinopack 中瓷	CNY	151.29	0.3522935779816514	1.0527815468113975	9.88982420869565	9.373382759420288	121.27751301555786	84.76992178881987	71.75582233438486		77.94615946476159				0.37592217361680635	0.1777777777777778		0.2883031612131598	0.0	0.0		0.1955041875010007	0.2032828282828283	0.20390222984562606	
Optical	CW laser	SHSE:688498	源杰科技	CNY	1608.47	3.58340266048989	2.5366534740545292	29.496560359420286	29.426699544927533	1066.0064938914973	241.1134407600905	164.79859634008096	87.01422252244548	837.8078628512652	181.20859157518967	110.97334295322764	70.2089304495159	1.972060914828449	0.3217059580419579	0.7642303056181599	0.4029562254417359	0.6268531468531469	0.7744458888351711	0.6938444398126835	0.3174477633483319	0.47222937062937065	0.5227403922220631	0.5611694829605349
Optical	Optical fiber/connector	TSE:5803	Fujikura	JPY	5191.0	1.663408685593796	0.7858944933647998	55.75094258352202	55.49896145144654	61.57073209729737	37.17516340892614	26.910544631860233	19.542011535307164	43.090991696264965	24.803109239524325	19.19040917575558	14.27851106214143	0.2695266260073941	0.174302704516478	0.2142620757079925	0.18230240029768927	0.2494772430487199	0.2745824439379423	0.30392165637475976	0.12816573030457065	0.167205875437662	0.1966988730690133	0.22307076807569837
Optical	Optical fiber/connector	TSE:5802	Sumitomo Electric Industries	JPY	2494.5	1.2165761345715786	0.5775494071146245	50.86647235062893	54.28640316823899	31.433104044484864	19.483035927801975	19.97849114646959	17.457263028264563	14.607807698279826	12.494893971416515	11.470843651875231	9.943261400627778	0.06959868143947134	0.03090054603389869	0.06230915912848056	0.11996581223998552	0.13112608893056554	0.13855096435741412	0.1504614111020501	0.05223911657155178	0.0787962598415198	0.07453886575625514	0.08030052487420104
